MARCA_ITV,COUNT
"APRILIA",33
"ASIAWING",1
"BENELLI",179
"BETA",49
"BMW",792
"BRIXTON",27
"CC",1
"DAELIM",121
"DERBI",2
"DUCATI",107
"GAS-GAS",76
"GENERIC",1
"GOES",33
"HANWAY",80
"HARLEY DAVIDSON",200
"HM",12
"HONDA",2337
"HUDSON BOSS",1
"HUSQVARNA",179
"HYOSUNG",9
"INDIAN MOTORCYCLE",9
"KAWASAKI",476
"KEEWAY",262
"KENROD",4
"KSR MOTO",2
"KSR MOTO AUSTRIA",12
"KTM",402
"KYMCO",1478
"LAMBRETTA",1
"LEONART",9
"LINTEX",4
"LML",6
"MACBOR",27
"MASH",54
"MH MOTORCYCLES",64
"MONDIAL",45
"MONKEY BIKES",2
"MONSTERPRO",2
"MONTESA",9
"MOTO GUZZI",25
"MV AGUSTA",10
"MX",3
"ORCAL",3
"OSSA",1
"PEUGEOT",239
"PIAGGIO",923
"RIDE",7
"RIEJU",51
"RIYA",37
"ROYAL ENFIELD",27
"S.Y.M",644
"SCOMADI",20
"SHERCO",32
"SKY TEAM",4
"SUMCO",13
"SUZUKI",430
"SWM",4
"TGB",12
"TIANDA",2
"TRIUMPH",171
"TRS",2
"UM",22
"VERTIGO MOTORS",3
"WOTTAN",84
"YAMAHA",2084
"YIYING",1
"ZNEN",1
