MARCA_ITV,COUNT
"APRILIA",57
"BENELLI",210
"BETA",65
"BMW",898
"BRIXTON",24
"BULLIT",1
"DAELIM",67
"DUCATI",129
"EFUN",20
"FOXI",1
"GASGAS",63
"GOES",52
"HANWAY",32
"HARLEY-DAVIDSON",122
"HONDA",2441
"HUSQVARNA",116
"HYOSUNG",15
"INDIAN",18
"JNEN",5
"JTG",2
"KANDI MX",3
"KAWASAKI",567
"KEEWAY",147
"KENROD",3
"KSR MOTO",18
"KTM",455
"KYMCO",1090
"LAMBRETTA",9
"LEONART",3
"LEXMOTO",1
"MACBOR",146
"MALCOR",7
"MASH",20
"MH MOTORCYCLES",17
"MONDIAL",31
"MONKEY BIKES",6
"MONTESA",16
"MOTO GUZZI",21
"MOTORBIKE",3
"MV AGUSTA",8
"NO STOCK BIKES",1
"NORTON",1
"ORCAL",3
"PEUGEOT",137
"PIAGGIO",655
"PIONEER",3
"RIEJU",57
"RIYA",22
"ROYAL ALLOY",3
"ROYAL ENFIELD",62
"SANBEN",3
"SCOMADI",5
"SCORPA",1
"SHERCO",51
"SKY TEAM",3
"SUMCO",17
"SUZUKI",390
"SWM",7
"SYM",436
"TIANDA",5
"TIANYING",1
"TRIUMPH",169
"TRS",29
"UM",23
"VENT SRL",9
"VERTIGO MOTORS",6
"WOTTAN",112
"YAMAHA",1436
"YINGANG",1
"ZONTES",29
