MARCA_ITV,COUNT
"AEON",2
"APRILIA",53
"BENELLI",13
"BETA",53
"BMW",607
"DAELIM",115
"DERBI",7
"DUCATI",96
"GAS-GAS",16
"GENERIC",8
"GUZZI",17
"HANGLONG",1
"HANWAY",49
"HARLEY DAVIDSON",89
"HM",1
"HONDA",1351
"HUSQVARNA-CAGIVA",80
"HYOSUNG",30
"IMOTO",1
"INDIAN MOTORCYCLE",4
"JONWAY",1
"JTG",3
"KAWASAKI",319
"KEEWAY",237
"KENROD",4
"KTM",275
"KYMCO",1069
"LAMBRETTA",2
"LEONART",3
"LIFAN",3
"LML",22
"LUCLA",1
"MASH",31
"MBK",6
"MINIMOTO",1
"MONKEY BIKES",5
"MONSTERPRO",1
"MONTESA",16
"MOTOR HISPANIA",2
"MOTRAC",20
"MV AGUSTA",16
"PEUGEOT",176
"PGO",1
"PIAGGIO",645
"PIONEER",1
"QINGQI",1
"RIDE",12
"RIEJU",64
"RIYA",19
"ROYAL ENFIELD",12
"S.Y.M",361
"SANYOU",2
"SCOMADI",18
"SHERCO",26
"SKY TEAM",2
"SUMCO",3
"SUZUKI",315
"TGB",15
"TRIUMPH",98
"TURBHO",3
"VESPA",1
"VICTORY MOTOR DIVISION",2
"YAMAHA",1130
"YIYING",3
"ZNEN",6
