MARCA_ITV,COUNT
"APRILIA",41
"BENELLI",29
"BETA",55
"BMW",599
"DAELIM",104
"DERBI",7
"DUCATI",149
"GAS-GAS",36
"GENERIC",19
"GILERA",2
"GOES",7
"HANWAY",92
"HARLEY DAVIDSON",192
"HM",10
"HONDA",1711
"HUDSON BOSS",5
"HUSQVARNA",135
"HYOSUNG",56
"INDIAN MOTORCYCLE",14
"KAWASAKI",461
"KEEWAY",252
"KENROD",6
"KSR MOTO",3
"KTM",441
"KYMCO",1940
"LIFAN",8
"LINTEX",1
"LML",11
"MASH",47
"MH MOTORCYCLES",11
"MONKEY BIKES",5
"MONSTERPRO",1
"MONTESA",30
"MOTO GUZZI",30
"MOTOR HISPANIA",1
"MV AGUSTA",17
"MX",1
"ORCAL",3
"PEUGEOT",754
"PGO",1
"PIAGGIO",770
"PIONEER",1
"RIDE",40
"RIEJU",42
"RIYA",26
"ROYAL ENFIELD",24
"S.Y.M",1033
"SANYOU",7
"SCOMADI",19
"SCORPA",2
"SHERCO",59
"SKY TEAM",14
"SUMCO",6
"SUZUKI",491
"SWM",2
"TGB",12
"TRIUMPH",151
"VERTIGO MOTORS",2
"VICTORY MOTOR DIVISION",5
"VICTORY MOTORCYCLES DIV",2
"YAMAHA",1494
"ZNEN",4
