MARCA_ITV,COUNT
"AJP",2
"APRILIA",181
"ARIIC",2
"BENELLI",151
"BETA",59
"BMW",880
"BRIXTON",50
"CFMOTO",29
"DAELIM",4
"DAYANG",1
"DUCATI",167
"EFUN",25
"FANTIC MOTOR",43
"FKMOTORS",5
"GAS GAS",73
"GOES",8
"HANWAY",24
"HARLEY-DAVIDSON",82
"HONDA",3187
"HUSQVARNA",157
"HYOSUNG",29
"INDIAN MOTORCYCLE",21
"KAWASAKI",487
"KEEWAY",116
"KSR MOTO AUSTRIA",2
"KTM",412
"KYMCO",682
"LAMBRETTA",15
"LEONART",29
"LINHAI",2
"MACBOR",186
"MALAGUTI",22
"MALCOR",6
"MALCOR IBERICA",3
"MASH",8
"MH MOTORCYCLES",27
"MITT",122
"MONDIAL",35
"MONKEY BIKES",5
"MONTESA",12
"MOTO GUZZI",42
"MOTRON MOTORRAD",40
"MUTT",12
"MV AGUSTA",7
"ORCAL",9
"PEUGEOT",154
"PIAGGIO",846
"PIONEER",2
"REDMOTO",7
"RIEJU",56
"RIYA",13
"ROYAL ALLOY",7
"ROYAL ENFIELD",80
"SCORPA",1
"SHERCO",70
"SUMCO",4
"SUZUKI",144
"SWM",5
"SYM",509
"TIANYING",5
"TM RACING",5
"TRIUMPH",271
"TRS",23
"UM",17
"VERTIGO MOTORS",9
"VOGE",103
"WOTTAN",171
"YAMAHA",1659
"ZONTES",238
