MARCA_ITV,COUNT
"AJP",15
"APRILIA",352
"ARIIC",19
"BENELLI",230
"BETA",63
"BMW",887
"BRIXTON",33
"BSA",3
"CFMOTO",89
"DAELIM",4
"DUCATI",171
"EFUN",6
"FANTIC MOTOR",41
"GASGAS",130
"HANWAY",5
"HARLEY-DAVIDSON",59
"HONDA",3289
"HUSQVARNA",196
"HYOSUNG",10
"INDIAN",23
"KAWASAKI",658
"KEEWAY",221
"KL",4
"KTM",507
"KYMCO",1018
"LAMBRETTA",11
"LEONART",7
"LINHAI",4
"MACBOR",162
"MALAGUTI",12
"MALCOR IBERICA",5
"MASH",1
"MH MOTORCYCLES",106
"MITT",137
"MONDIAL",6
"MONKEY BIKES",4
"MONTESA",7
"MOTO GUZZI",61
"MOTO MORINI",27
"MOTRON MOTORRAD",18
"MUTT",6
"MV AGUSTA",6
"NO STOCK BIKES",3
"ORCAL",8
"PEUGEOT",171
"PIAGGIO",895
"QJMOTOR",169
"REDMOTO",5
"RIEJU",100
"RIYA",2
"ROYAL ALLOY",4
"ROYAL ENFIELD",100
"SCORPA",3
"SHERCO",56
"SUMCO",1
"SUZUKI",255
"SWM",8
"SYM",600
"TM RACING",1
"TRIUMPH",237
"TRS",21
"UM",31
"VERTIGO MOTORS",6
"VOGE",512
"WOTTAN",172
"YAMAHA",2336
"ZONTES",572
