MARCA_ITV,COUNT
"AJP",10
"ANDES",3
"APRILIA",243
"ARIIC",2
"BAJAJ",44
"BENDA",78
"BENELLI",55
"BETA",23
"BMW",739
"BRIXTON",7
"BSA",1
"CFMOTO",175
"CYCLONE",96
"DAELIM",1
"DAYANG",2
"DUCATI",145
"F.B MONDIAL",3
"FANTIC MOTOR",16
"GASGAS",17
"HANWAY",1
"HARLEY-DAVIDSON",45
"HONDA",3699
"HUSQVARNA",44
"HYOSUNG",4
"INDIAN MOTORCYCLE",17
"ITALJET",2
"JIAJUE",1
"KAWASAKI",435
"KEEWAY",185
"KOVE",56
"KTM",166
"KYMCO",1190
"LAMBRETTA",37
"LEONART",12
"LETBE",36
"LINHAI",4
"MACBOR",144
"MALAGUTI",2
"MALCOR IBERICA",4
"MBP",15
"MH MOTORCYCLES",94
"MITT",143
"MONDIAL",8
"MONKEY BIKES",1
"MONTESA",2
"MORBIDELLI",106
"MOTO GUZZI",18
"MOTO MORINI",13
"MOTRON MOTORRAD",6
"MTR BIKES",2
"MV AGUSTA",13
"NEXT",23
"PEUGEOT",159
"PIAGGIO",643
"QJMOTOR",546
"REDMOTO",4
"RIEJU",98
"ROYAL ENFIELD",107
"SHERCO",18
"SUZUKI",140
"SWM",19
"SYM",957
"TM MOTO",6
"TRIUMPH",204
"TRS",1
"UM",23
"VENT",1
"VERTIGO MOTORS",3
"VM RACING",1
"VOGE",1175
"WOTTAN",40
"WOTTAN MOTOR",20
"YAMAHA",2642
"ZONTES",1355
