MARCA_ITV,COUNT
"APRILIA",30
"BENELLI",130
"BETA",56
"BMW",862
"BRIXTON",19
"CC",2
"CF MOTO",2
"DAELIM",79
"DERBI",4
"DUCATI",265
"GASGAS",63
"GENERIC",2
"GOES",24
"HANWAY",29
"HARLEY-DAVIDSON",72
"HM",10
"HONDA",1530
"HUSQVARNA",101
"HYOSUNG",10
"INDIAN",19
"JTG",1
"KAWASAKI",283
"KEEWAY",136
"KENROD",1
"KSR MOTO",11
"KTM",347
"KYMCO",853
"LEONART",10
"LIFAN",2
"LINTEX",6
"LML",1
"MACBOR",70
"MASH",37
"MH MOTORCYCLES",13
"MONDIAL",31
"MONKEY BIKES",1
"MONSTERPRO",1
"MONTESA",8
"MOTO GUZZI",22
"MOTO SPA",3
"MV AGUSTA",1
"MX",2
"NO STOCK BIKES",1
"OSSA",1
"PEUGEOT",140
"PIAGGIO",557
"RIDE",1
"RIEJU",39
"RIYA",18
"ROYAL ENFIELD",38
"SCOMADI",27
"SCORPA",2
"SCUTUM",1
"SHERCO",39
"SUMCO",12
"SUZUKI",321
"SWM",8
"SYM",316
"TIANDA",1
"TRIUMPH",122
"TRS",9
"UM",14
"VERTIGO MOTORS",6
"WOTTAN",40
"YAMAHA",1205
"YIYING",2
