MARCA_ITV,COUNT
"AEON",1
"APRILIA",51
"BETA",46
"BMW",497
"CF MOTO",1
"DAELIM",69
"DERBI",13
"DUCATI",79
"GAS-GAS",51
"GENERIC",6
"GOES",1
"GUZZI",16
"HANWAY",46
"HARLEY DAVIDSON",101
"HONDA",1026
"HUSQVARNA-CAGIVA",77
"HYOSUNG",6
"JONWAY",6
"JTG",3
"KAWASAKI",280
"KEEWAY",112
"KENROD",6
"KTM",264
"KYMCO",772
"LAMBRETTA",2
"LEONART",2
"LIFAN",3
"LML",12
"MASH",19
"MBK",3
"MINIMOTO",2
"MONKEY BIKES",10
"MONTESA",8
"MTR",1
"MV AGUSTA",1
"PEUGEOT",112
"PIAGGIO",455
"POLARIS",1
"RIDE",17
"RIEJU",60
"RIYA",17
"ROYAL ENFIELD",4
"S.Y.M",295
"SANYOU",10
"SHERCO",42
"SKY TEAM",3
"SUMCO",6
"SUZUKI",296
"TGB",11
"TRIUMPH",100
"YAMAHA",836
"YIBEN",5
"YIYING",10
"ZHENHUA",1
"ZNEN",3
