MARCA_ITV,COUNT
"APRILIA",39
"BENELLI",3
"BETA",58
"BMW",320
"DAELIM",78
"DERBI",17
"DUCATI",33
"GASGAS",47
"GENERIC",13
"GOES",1
"GUZZI",4
"HANWAY",43
"HARLEY-DAVIDSON",93
"HM",1
"HONDA",1042
"HUSQVARNA-CAGIVA",79
"HYOSUNG",13
"IMOTO",1
"JTG",1
"KAWASAKI",236
"KEEWAY",120
"KENROD",4
"KTM",277
"KYMCO",860
"LAMBRETTA",1
"LEONART",2
"LIFAN",7
"LML",18
"MASH",21
"MBK",1
"MONKEY BIKES",6
"MONTESA",9
"MOTRAC",2
"MV AGUSTA",1
"OSSA",4
"PEUGEOT",181
"PGO",1
"PIAGGIO",483
"RIDE",18
"RIEJU",69
"RIYA",2
"ROYAL ENFIELD",2
"SANYOU",8
"SHERCO",36
"SKY TEAM",1
"SUMCO",10
"SUZUKI",259
"SYM",287
"TGB",11
"TRIUMPH",122
"WILDLANDER",1
"YAMAHA",945
"YIYING",2
"ZNEN",3
