MARCA_ITV,COUNT
"AJP",2
"APRILIA",56
"ARIIC",1
"ASIAWING",1
"BENELLI",235
"BETA",82
"BMW",1015
"BRIXTON",45
"BULLIT",2
"CF MOTO",13
"DAELIM",56
"DUCATI",182
"EFUN",21
"FANTIC MOTOR",6
"FKMOTORS",11
"GASGAS",7
"GOES",54
"HANWAY",22
"HARLEY-DAVIDSON",102
"HONDA",2486
"HUSQVARNA",184
"HYOSUNG",15
"INDIAN",34
"KANDI MX",3
"KAWASAKI",772
"KEEWAY",191
"KENROD",1
"KSR MOTO",20
"KTM",504
"KYMCO",1327
"LAMBRETTA",16
"LEONART",6
"LEXMOTO",1
"LONCIN",13
"MACBOR",138
"MALAGUTI",28
"MALCOR",3
"MASH",20
"MESSERSCHMITT",1
"MH MOTORCYCLES",32
"MITT",17
"MONDIAL",18
"MONKEY BIKES",1
"MONTESA",20
"MOTO GUZZI",50
"MOTORBIKE",2
"MUTTI",3
"MV AGUSTA",6
"NOOMA",2
"NORTON",2
"ORCAL",3
"PEUGEOT",146
"PIAGGIO",847
"PIONEER",1
"RIEJU",54
"RIYA",2
"ROYAL ALLOY",1
"ROYAL ENFIELD",86
"SCOMADI",3
"SHERCO",63
"SUMCO",15
"SUZUKI",299
"SWM",28
"SYM",422
"TIANDA",6
"TIANYING",5
"TM RACING",3
"TRIUMPH",180
"TRS",32
"UM",37
"VERTIGO MOTORS",8
"WANGYE",1
"WOTTAN",97
"YAMAHA",2074
"ZNEN",1
"ZONTES",31
