MARCA_ITV,COUNT
"AJP",13
"ALPINA DI RENANIA",2
"ANDES",6
"APRILIA",363
"ARIIC",20
"BAJAJ",103
"BENDA",114
"BENELLI",150
"BETA",51
"BMW",1218
"BRIXTON",4
"CFMOTO",295
"CYCLONE",192
"DAELIM",1
"DUCATI",285
"F.B MONDIAL",4
"FANTIC MOTOR",32
"GASGAS",10
"HARLEY-DAVIDSON",72
"HONDA",6012
"HUSQVARNA",76
"HYOSUNG",7
"INDIAN",1
"INDIAN MOTORCYCLE",31
"ITALJET",3
"KAWASAKI",904
"KEEWAY",334
"KL SERVICE",1
"KOVE",58
"KTM",256
"KYMCO",1966
"LAMBRETTA",67
"LEONART",8
"LETBE",37
"LINHAI",11
"MACBOR",155
"MALAGUTI",2
"MALCOR IBERICA",18
"MBP",43
"MH MOTORCYCLES",209
"MITT",232
"MONDIAL",30
"MONKEY BIKES",2
"MONTESA",5
"MORBIDELLI",178
"MOTO GUZZI",33
"MOTO MORINI",37
"MOTORBIKE",1
"MOTRON MOTORRAD",4
"MTR BIKES",1
"MV AGUSTA",10
"NEXT",26
"ORCAL",2
"PEUGEOT",292
"PIAGGIO",771
"QJMOTOR",914
"REDMOTO",3
"RIEJU",206
"RIYA",1
"ROYAL ALLOY",2
"ROYAL ENFIELD",170
"SHERCO",30
"SUZUKI",224
"SWM",26
"SYM",1648
"TM MOTO",2
"TRIUMPH",334
"TRS",1
"UM",73
"VOGE",2668
"WOTTAN",120
"WOTTAN MOTOR",70
"YAMAHA",4451
"ZONTES",1997
