MARCA_ITV,COUNT
"AJP",15
"ALPINA DI RENANIA",1
"ANDES",1
"APRILIA",124
"ARIIC",17
"BAJAJ",5
"BENDA",16
"BENELLI",68
"BETA",88
"BMW",681
"BRIXTON",13
"CFMOTO",47
"CYCLONE",14
"DAELIM",2
"DUCATI",135
"EFUN",3
"F.B MONDIAL",7
"FANTIC MOTOR",36
"GASGAS",21
"HANWAY",2
"HARLEY-DAVIDSON",39
"HONDA",3632
"HUSQVARNA",47
"HYOSUNG",18
"INDIAN MOTORCYCLE",22
"ITALJET",4
"KAWASAKI",664
"KEEWAY",134
"KL",1
"KOVE",56
"KTM",134
"KYMCO",715
"LAMBRETTA",15
"LEONART",9
"LINHAI",13
"MACBOR",100
"MALAGUTI",9
"MALCOR IBERICA",2
"MASH",2
"MBP",30
"MH MOTORCYCLES",77
"MITT",189
"MONDIAL",22
"MONKEY BIKES",1
"MONTESA",9
"MORBIDELLI",19
"MOTO GUZZI",36
"MOTO MORINI",12
"MOTRON MOTORRAD",11
"MTR BIKES",4
"MUTT",13
"MV AGUSTA",17
"ORCAL",1
"PEUGEOT",70
"PIAGGIO",354
"QJMOTOR",360
"REDMOTO",5
"REGAL-RAPTOR",2
"RIEJU",103
"ROYAL ALLOY",4
"ROYAL ENFIELD",118
"SCORPA",1
"SHERCO",38
"SUZUKI",188
"SWM",12
"SYM",663
"TRIUMPH",238
"TRS",18
"UM",20
"URAL",1
"VENT S.R.L.",1
"VERTIGO MOTORS",7
"VOGE",616
"WOTTAN",90
"YAMAHA",2107
"ZONTES",791
