MARCA_ITV,COUNT
"APRILIA",62
"ARIIC",1
"BENELLI",374
"BETA",44
"BMW",870
"BRIXTON",57
"CF MOTO",5
"DAELIM",148
"DUCATI",360
"GASGAS",47
"GENERIC",1
"GOES",74
"GUZZI",2
"HANWAY",68
"HARLEY-DAVIDSON",195
"HONDA",3716
"HUDSON BOSS",3
"HUSQVARNA",101
"HYOSUNG",6
"INDIAN",26
"JNEN",6
"KANDI MX",7
"KAWASAKI",825
"KEEWAY",292
"KENROD",3
"KSR MOTO",28
"KTM",519
"KYMCO",1955
"LAMBRETTA",6
"LEONART",9
"LEXMOTO",8
"LML",4
"MACBOR",176
"MALCOR",9
"MASH",52
"MH MOTORCYCLES",22
"MONDIAL",78
"MONTESA",14
"MOTO GUZZI",51
"MOTO SPA",4
"MV AGUSTA",4
"MX",4
"NORTON",2
"ORCAL",6
"PEUGEOT",369
"PIAGGIO",1319
"PIONEER",2
"RIEJU",113
"RIYA",44
"ROYAL ALLOY",4
"ROYAL ENFIELD",65
"SANBEN",10
"SCOMADI",18
"SHERCO",25
"SUMCO",33
"SUZUKI",594
"SWM",7
"SYM",1059
"TARO",2
"TIANDA",11
"TM RACING",1
"TNT MOTOR",4
"TRIUMPH",180
"TRS",25
"UM",53
"VENT SRL",1
"VERTIGO MOTORS",3
"WOTTAN",180
"YAMAHA",2797
"YIYING",2
"ZHENHUA",1
"ZONTES",1
