MARCA_ITV,COUNT
"ACURA",1
"APRILIA",51
"BENELLI",236
"BETA",29
"BMW",558
"BRIXTON",34
"BULLIT",1
"BULTACO",1
"CF MOTO",7
"DAELIM",118
"DUCATI",116
"EFUN",22
"GAS-GAS",62
"GOES",54
"HANWAY",31
"HARLEY DAVIDSON",111
"HONDA",2730
"HUDSON BOSS",1
"HUSQVARNA",45
"HYOSUNG",8
"INDIAN MOTORCYCLE",26
"JNEN",7
"JTG",1
"KANDI MX",3
"KAWASAKI",453
"KEEWAY",239
"KSR MOTO",1
"KSR MOTO AUSTRIA",20
"KTM",334
"KYMCO",1450
"LAMBRETTA",12
"LEONART",7
"LEXMOTO",3
"LML",3
"MACBOR",141
"MALCOR",10
"MASH",41
"MH MOTORCYCLES",21
"MONDIAL",47
"MONTESA",7
"MOTO GUZZI",27
"MOTO SPA",6
"MV AGUSTA",6
"NORTON",1
"ORCAL",3
"PEUGEOT",254
"PIAGGIO",852
"RIDE",1
"RIEJU",85
"RIYA",31
"ROYAL ALLOY",4
"ROYAL ENFIELD",46
"S.Y.M",687
"SANBEN",2
"SCOMADI",8
"SCORPA",1
"SHERCO",25
"SKY TEAM",1
"SUMCO",27
"SUZUKI",425
"SWM",8
"TARO",1
"TGB",1
"TIANDA",7
"TIANYING",1
"TM RACING",1
"TRIUMPH",123
"TRS",4
"UM",42
"VENT SRL",1
"WOTTAN",110
"YAMAHA",1966
"YIYING",1
"ZONTES",7
