MARCA_ITV,COUNT
"AJP",9
"ALPINA DI RENANIA",1
"ANDES",5
"APRILIA",481
"BAJAJ",104
"BENDA",128
"BENELLI",108
"BETA",49
"BMW",1573
"BRIXTON",15
"BSA",17
"CFMOTO",616
"CYCLONE",300
"DAYANG",3
"DUCATI",261
"EFUN",4
"F.B MONDIAL",1
"FANTIC MOTOR",23
"FUEGO",1
"GASGAS",16
"GUZZI",1
"HANWAY",2
"HARLEY-DAVIDSON",99
"HERO MOTOCORP",67
"HONDA",5719
"HUSQVARNA",83
"HYOSUNG",1
"INDIAN",51
"ITALJET",20
"JIAJUE",2
"JYMOTO",3
"KAWASAKI",855
"KEEWAY",348
"KOVE",129
"KTM",446
"KYMCO",1641
"LAMBRETTA",66
"LEONART",15
"LETBE",140
"LINHAI",16
"MACBOR",228
"MALAGUTI",1
"MALCOR IBERICA",7
"MBP",3
"MH MOTORCYCLES",215
"MITT",303
"MONDIAL",5
"MONTESA",5
"MORBIDELLI",181
"MOTO GUZZI",76
"MOTO MORINI",114
"MOTRON MOTORRAD",2
"MTR BIKES",9
"MV AGUSTA",12
"NEXT",23
"ORCAL",2
"PEUGEOT",345
"PIAGGIO",919
"QJMOTOR",851
"REDMOTO",4
"RIEJU",402
"ROYAL ENFIELD",144
"SCORPA",22
"SENKE",2
"SHERCO",34
"SUZUKI",481
"SWM",6
"SYM",1832
"TM MOTO",4
"TRIUMPH",378
"TRS",13
"UM",4
"VENT S.R.L.",5
"VERTIGO MOTORS",2
"VESPA",1
"VOGE",2370
"WOTTAN",10
"YAMAHA",4217
"ZNEN",6
"ZONTES",4496
