MARCA_ITV,COUNT
"AJP",12
"ALPINA DI RENANIA",1
"APRILIA",329
"ARIIC",18
"BENELLI",245
"BETA",37
"BMW",982
"BRIXTON",47
"CFMOTO",78
"DAELIM",17
"DUCATI",146
"EFUN",5
"FANTIC MOTOR",38
"GASGAS",53
"HANWAY",12
"HARLEY-DAVIDSON",73
"HONDA",4508
"HUSQVARNA",143
"HYOSUNG",25
"INDIAN",40
"ITALJET",3
"KAWASAKI",734
"KEEWAY",324
"KL",1
"KTM",537
"KYMCO",1667
"LAMBRETTA",22
"LEONART",14
"LINHAI",9
"MACBOR",200
"MALAGUTI",12
"MALCOR IBERICA",9
"MASH",2
"MH MOTORCYCLES",121
"MITT",187
"MONDIAL",9
"MONKEY BIKES",6
"MONTESA",6
"MOTO GUZZI",50
"MOTO MORINI",25
"MOTORBIKE",1
"MOTRON MOTORRAD",62
"MUTT",12
"MV AGUSTA",6
"ORCAL",4
"PEUGEOT",321
"PIAGGIO",1016
"QJMOTOR",130
"REDMOTO",3
"RIEJU",94
"RIYA",5
"ROYAL ALLOY",5
"ROYAL ENFIELD",140
"SCORPA",2
"SHERCO",38
"SUMCO",7
"SUZUKI",311
"SWM",11
"SYM",1457
"TIANYING",1
"TM RACING",1
"TRIUMPH",227
"TRS",18
"UM",71
"VERTIGO MOTORS",5
"VOGE",477
"WOTTAN",183
"YAMAHA",2574
"ZONTES",909
