MARCA_ITV,COUNT
"AJP",21
"APRILIA",219
"ARIIC",15
"BENELLI",147
"BETA",70
"BMW",882
"BRIXTON",37
"BSA",3
"CFMOTO",50
"DAELIM",10
"DUCATI",182
"EFUN",3
"FANTIC MOTOR",44
"GAS GAS",48
"GASGAS",24
"HANWAY",1
"HARLEY-DAVIDSON",87
"HONDA",3779
"HUSQVARNA",178
"HYOSUNG",9
"INDIAN",1
"INDIAN MOTORCYCLE",29
"ITALJET",1
"KAWASAKI",744
"KEEWAY",201
"KL",2
"KTM",532
"KYMCO",1084
"LAMBRETTA",7
"LEONART",9
"LINHAI",4
"MACBOR",129
"MALAGUTI",5
"MALCOR IBERICA",3
"MBP",1
"MH MOTORCYCLES",64
"MITT",133
"MONDIAL",2
"MONKEY BIKES",5
"MONTESA",10
"MOTO GUZZI",32
"MOTO MORINI",27
"MOTORBIKE",2
"MOTRON MOTORRAD",21
"MUTT",4
"MV AGUSTA",3
"ORCAL",4
"PEUGEOT",116
"PIAGGIO",690
"QJMOTOR",91
"REDMOTO",5
"RIEJU",84
"RIYA",2
"ROYAL ALLOY",6
"ROYAL ENFIELD",79
"SHERCO",50
"SUZUKI",265
"SWM",4
"SYM",643
"TM RACING",1
"TRIUMPH",276
"TRS",18
"UM",36
"URAL",1
"VERTIGO MOTORS",5
"VOGE",516
"WOTTAN",135
"WOTTAN MOTOR",3
"YAMAHA",2371
"ZONTES",620
